Chunk ID,Document ID,Page Content,Entities,High Confidence Entities,Chunk Vector
0,0.0,"Create an Endpoint

After your first login, you will be directed to the [Endpoint creation page](https://ui.endpoints.huggingface.co/new). As an example, this guide will go through the steps to deploy [distilbert-base-uncased-finetuned-sst-2-english](https://huggingface.co/distilbert-base-uncased-finetuned-sst-2-english) for text classification. 

## 1. Enter the Hugging Face Repository ID and your desired endpoint name:

<img src=""https://raw.githubusercontent.com/huggingface/hf-endpoints-documentation/main/assets/1_repository.png"" alt=""select repository"" />

## 2. Select your Cloud Provider and region. Initially, only AWS will be available as a Cloud Provider with the `us-east-1` and `eu-west-1` regions. We will add Azure soon, and if you need to test Endpoints with other Cloud Providers or regions, please let us know.

<img src=""https://raw.githubusercontent.com/huggingface/hf-endpoints-documentation/main/assets/1_region.png"" alt=""select region"" />","[{'entity_group': 'ORG', 'score': 0.6232752, 'word': 'gith', 'start': 448, 'end': 452}, {'entity_group': 'ORG', 'score': 0.684777, 'word': '##usercon', 'start': 454, 'end': 461}, {'entity_group': 'ORG', 'score': 0.7737491, 'word': '##t', 'start': 464, 'end': 465}, {'entity_group': 'ORG', 'score': 0.9964876, 'word': 'AWS', 'start': 628, 'end': 631}, {'entity_group': 'ORG', 'score': 0.98491263, 'word': 'Azure', 'start': 728, 'end': 733}, {'entity_group': 'ORG', 'score': 0.564591, 'word': '##con', 'start': 866, 'end': 869}, {'entity_group': 'ORG', 'score': 0.5923701, 'word': '##t', 'start': 872, 'end': 873}]","[{'entity_group': 'ORG', 'score': 0.9964876, 'word': 'AWS', 'start': 628, 'end': 631}, {'entity_group': 'ORG', 'score': 0.98491263, 'word': 'Azure', 'start': 728, 'end': 733}]","[-6.30244166e-02 -2.37357263e-02  1.50964176e-02 -2.61559393e-02
  2.12585833e-02  4.78918552e-02 -7.00877747e-03  2.15320359e-03
 -1.76766496e-02  6.98568625e-03  3.03643905e-02 -8.39696527e-02
  2.91427337e-02 -3.77121847e-03  5.00922874e-02 -1.08892601e-02
 -2.67730039e-02  3.69532569e-03 -6.45107701e-02  3.70619632e-02
  1.29132932e-02 -2.44522560e-02 -1.19065037e-02 -7.40843788e-02
 -5.54341590e-04  4.62466367e-02 -1.78435799e-02 -1.44477105e-02
 -1.15829119e-02 -1.80261701e-01 -1.42708980e-02 -4.73746993e-02
 -7.99773075e-03 -5.48313931e-03  2.65595363e-03 -2.64422242e-02
 -1.99244614e-03  5.58732152e-02 -4.68285456e-02  1.74490623e-02
  5.44044711e-02 -1.94358546e-02 -2.36790590e-02 -5.90413027e-02
 -1.61590590e-03 -6.41783103e-02 -1.00133000e-02  1.76225509e-02
  2.46840753e-02 -2.07198355e-02  3.85857448e-02 -4.70630154e-02
 -7.46734790e-04 -1.18932519e-02  1.73420471e-03  8.40799436e-02
  7.50557855e-02  3.06180306e-02 -1.02282055e-02  1.79190841e-02
  3.14342640e-02  3.28979008e-02 -2.13969737e-01  7.27714077e-02
  1.38141988e-02  6.00013547e-02 -4.25621793e-02 -1.13904849e-02
  3.65844443e-02  4.44127172e-02 -4.12534699e-02 -2.18578074e-02
  1.81444939e-02  6.13520108e-02  3.42752226e-03  1.62842888e-02
 -5.45632467e-03  2.12530885e-02  2.45234799e-02  2.89813671e-02
 -8.98940302e-03 -7.55675975e-03 -1.29537052e-02  3.82351168e-02
 -1.84005927e-02 -2.91436147e-02  3.18629369e-02 -2.48463433e-02
  1.64972916e-02  2.01659482e-02 -2.18141787e-02 -1.79468729e-02
 -1.39868855e-02 -7.32323760e-03 -8.15850869e-02 -4.98062223e-02
  2.29534786e-02 -2.21687518e-02 -3.13534848e-02  2.28750199e-01
 -3.32539380e-02  1.55425332e-02 -2.30534319e-02 -3.62288207e-02
  4.58364673e-02 -3.13762836e-02 -4.21673246e-02 -2.59921495e-02
 -1.80855184e-03  1.78024676e-02  3.41695100e-02 -1.17085064e-02
 -3.33636776e-02 -3.64636928e-02  2.47352645e-02 -1.80099215e-02
  9.94277094e-03  5.50756902e-02  1.03249252e-02 -4.96143438e-02
  3.96056883e-02  2.80079134e-02  3.74867730e-02 -5.60936667e-02
  8.03124718e-03 -4.93800873e-03  7.01296180e-02  6.31939471e-02
  2.98804920e-02  2.43079122e-02  2.41629407e-02  6.97988551e-03
 -6.24915957e-02 -3.99856940e-02  1.64091811e-02  2.71848924e-02
  2.46794131e-02  2.95425591e-04  3.96646746e-02 -1.99213400e-02
 -9.95351374e-03 -9.87499356e-02 -4.79690498e-03 -1.21097229e-01
 -4.50429544e-02  1.29810199e-01 -3.17483507e-02  3.27100828e-02
 -6.00471944e-02 -2.25218032e-02  5.05771488e-03  3.91899534e-02
 -4.19473462e-02  7.78489141e-03  1.75848659e-02  3.08373272e-02
  4.92690653e-02  6.83218688e-02 -1.92499924e-02 -7.29611050e-03
  5.59624843e-03 -1.00416176e-01 -5.23388870e-02  9.18405652e-02
  1.07764890e-02 -1.14427067e-01 -6.51970459e-03 -7.43235555e-03
  1.43325021e-02 -2.39656511e-04  3.03465705e-02  5.65044172e-02
  3.15645486e-02  4.80187051e-02  8.26071799e-02  2.89125908e-02
 -5.07111363e-02  1.64080318e-03  2.45611016e-02  1.53388325e-02
 -2.97531355e-02 -5.00334650e-02 -3.57200876e-02 -3.51845264e-03
 -1.40437791e-02 -7.54504204e-02  2.89333198e-04 -3.10320165e-02
  1.19523341e-02 -2.00054888e-02 -3.64539325e-02  5.33518121e-02
 -2.57116463e-02 -4.32117134e-02  2.23085517e-03 -3.76025960e-02
 -2.27536354e-02  2.54292116e-02  5.64228334e-02 -4.39815074e-02
  9.18359160e-02  8.28425139e-02 -8.12114775e-02  8.85305088e-03
 -2.09017787e-02  2.85299085e-02  1.73112657e-02 -1.41359027e-02
  6.80964813e-02 -2.94680521e-02 -3.08213774e-02  7.17800930e-02
  5.33293001e-02 -7.63157057e-03 -2.55033057e-02  3.25413421e-02
  6.60612388e-03  2.81815957e-02  1.45503292e-02  4.41989712e-02
  1.81485396e-02 -1.98211800e-02 -9.26342085e-02 -2.48450875e-01
  2.65949164e-02  3.89486388e-03 -6.67761452e-03  2.19859742e-02
 -5.61643019e-02  2.67010666e-02  2.83219106e-02  4.71124351e-02
  5.03368676e-02  1.42084271e-01 -1.01062120e-03  8.45148787e-03
  2.70954613e-02 -1.01831816e-02  6.47449773e-03  4.67522815e-02
  2.09766254e-02 -5.31810382e-03 -1.74520481e-02  1.82320550e-02
 -3.40543613e-02 -2.36819535e-02 -3.25358994e-02  5.44139408e-02
  1.29117714e-02  2.38458455e-01  2.11670976e-02  4.03363369e-02
 -4.08708826e-02  4.44350131e-02 -1.14775973e-03  4.55192430e-03
 -1.38000503e-01  6.16424195e-02 -2.40836130e-03  3.43178473e-02
 -4.82863039e-02  5.81334764e-03 -7.82373995e-02  5.92633709e-03
  5.67080677e-02 -1.79705042e-02 -7.19770640e-02  2.45478731e-02
 -1.98448859e-02 -6.17161505e-02 -8.59425496e-03 -2.97678635e-02
 -1.21260956e-02  4.09554541e-02 -3.17997821e-02  5.06672915e-03
  6.90655187e-02 -2.67612319e-02 -2.76067406e-02 -6.37150556e-02
 -1.08137978e-02 -2.55049709e-02  3.19168195e-02 -2.57962961e-02
 -3.33270766e-02  2.26643234e-02 -6.72626942e-02  5.40309660e-02
  1.91190722e-03 -7.28328377e-02 -3.70245911e-02  6.83503672e-02
 -4.01904471e-02 -1.94434226e-02  5.84008172e-02 -4.48601618e-02
  3.93332988e-02  4.81082052e-02  4.42738226e-03  3.33062634e-02
 -3.03985495e-02 -6.02486283e-02 -2.13043932e-02  2.86547635e-02
 -6.47102147e-02  1.26693612e-02  1.56941637e-02 -1.57112610e-02
  4.87281382e-02  3.51016298e-02  5.76770958e-03  3.24260071e-02
 -2.25439705e-02  1.08976224e-02  1.51399057e-02 -2.80046351e-02
 -4.68872562e-02  6.27385601e-02 -1.99730005e-02 -2.85317540e-01
  5.85091859e-02  3.87024656e-02  7.31312018e-03 -1.55298784e-02
 -6.67274743e-03  3.57201844e-02  1.32282097e-02 -3.64147611e-02
 -2.28368258e-03  1.07534444e-02  3.05791106e-03  3.34369577e-02
  5.33061940e-03  2.11314745e-02  2.50030514e-02  5.07645719e-02
 -4.33924124e-02  3.47815976e-02 -7.77393207e-02 -9.55473166e-03
 -2.68932246e-02  2.38654584e-01  2.03760527e-02  3.55922878e-02
  5.03493696e-02 -2.78981440e-02  5.78375123e-02  3.66815962e-02
  2.67030932e-02  5.72484247e-02  4.85049561e-02  5.91057651e-02
 -4.41053882e-02  1.43846357e-02  5.61495610e-02 -1.33900810e-03
  1.32711791e-02 -3.50678340e-03 -3.97239216e-02 -3.38768177e-02
 -8.81761406e-03  7.58307753e-03 -7.21515855e-03  6.94583431e-02
 -6.44650906e-02 -3.02777998e-02 -8.35267603e-02 -1.21062500e-02
 -1.39546404e-02 -3.40780467e-02 -1.26216095e-02 -1.14371059e-02
  5.08461632e-02  3.60655636e-02  2.81110350e-02 -2.02593803e-02
 -1.22343171e-02 -8.69429708e-02 -2.57764868e-02  4.29202653e-02
 -3.36714797e-02 -8.93619098e-03  1.96298677e-02  4.81924899e-02]"
1,0.0,"## 3. Define the [Security Level](security) for the Endpoint:

<img src=""https://raw.githubusercontent.com/huggingface/hf-endpoints-documentation/main/assets/1_security.png"" alt=""define security"" />

## 4. Create your Endpoint by clicking **Create Endpoint**. By default, your Endpoint is created with a medium CPU (2 x 4GB vCPUs with Intel Xeon Ice Lake) The cost estimate assumes the Endpoint will be up for an entire month, and does not take autoscaling into account.

<img src=""https://raw.githubusercontent.com/huggingface/hf-endpoints-documentation/main/assets/1_create_cost.png"" alt=""create endpoint"" />

## 5. Wait for the Endpoint to build, initialize and run which can take between 1 to 5 minutes.

<img src=""https://raw.githubusercontent.com/huggingface/hf-endpoints-documentation/main/assets/overview.png"" alt=""overview"" />

## 6. Test your Endpoint in the overview with the Inference widget 🏁 🎉!","[{'entity_group': 'MISC', 'score': 0.51924074, 'word': 'End', 'start': 52, 'end': 55}, {'entity_group': 'ORG', 'score': 0.746636, 'word': 'githubusercontent', 'start': 85, 'end': 102}, {'entity_group': 'MISC', 'score': 0.94735086, 'word': 'Intel Xeon Ice Lake', 'start': 335, 'end': 354}, {'entity_group': 'ORG', 'score': 0.73827696, 'word': 'githubusercontent', 'start': 494, 'end': 511}, {'entity_group': 'MISC', 'score': 0.54780966, 'word': 'End', 'start': 631, 'end': 634}, {'entity_group': 'ORG', 'score': 0.7573484, 'word': 'githubusercontent', 'start': 731, 'end': 748}]","[{'entity_group': 'MISC', 'score': 0.94735086, 'word': 'Intel Xeon Ice Lake', 'start': 335, 'end': 354}]","[-6.01854399e-02 -2.08224189e-02  2.79663596e-02 -2.52167135e-02
  3.38947587e-02  3.80813219e-02  3.51172662e-06 -8.48650839e-03
 -2.88962089e-02 -3.40046617e-03  4.84889895e-02 -7.23483339e-02
  3.94939482e-02  1.96203254e-02  1.37559790e-02 -1.71975698e-02
 -2.56479643e-02 -5.24121744e-04 -3.13085206e-02  5.95262721e-02
  4.10675593e-02 -6.61659166e-02 -4.69888607e-03 -7.88669214e-02
  1.61390603e-02  4.90281768e-02 -2.66149659e-02  1.64013002e-02
 -1.23800989e-02 -1.93638012e-01  9.49507207e-03 -6.21060580e-02
  1.49604101e-02 -1.27752684e-02  1.85975526e-02 -4.54389565e-02
 -2.88644284e-02  5.10384031e-02 -8.17986298e-03  4.77271713e-02
  1.32317916e-02  2.17458326e-02 -2.38144342e-02 -5.92588186e-02
 -7.72324298e-03 -6.33868575e-02 -3.07859126e-02 -2.04429310e-02
  8.00454523e-04 -2.02680752e-02 -1.48194833e-02 -3.03510576e-02
  1.60611905e-02  6.01972779e-03  8.32012668e-03  5.13282754e-02
  7.58745819e-02  3.61749232e-02  4.50123241e-03  2.08990593e-02
  4.25802879e-02  5.30463606e-02 -1.87506676e-01  7.02303126e-02
  3.20787877e-02  2.60019135e-02 -1.05176466e-02 -2.26298403e-02
  3.87997665e-02  6.82335570e-02 -7.62690157e-02  2.05353778e-02
  2.97912546e-02  3.38528454e-02  9.59366187e-03 -2.23726481e-02
 -2.58054752e-02  7.26993009e-03  1.91695094e-02 -3.11808567e-03
 -2.60022264e-02 -1.16096158e-02  4.18381300e-03  6.72113746e-02
 -2.61256434e-02  2.57471949e-03  3.90068293e-02 -2.12960355e-02
  2.74669882e-02  2.92462539e-02 -3.19123059e-03 -4.49351594e-02
 -3.39853205e-02 -1.02310451e-02 -4.64343168e-02 -2.94630565e-02
  1.25529263e-02 -1.86952129e-02 -7.63204247e-02  2.31409192e-01
 -5.27304523e-02 -2.00051721e-02  6.50643092e-03 -2.57274620e-02
  2.66002901e-02 -2.84223128e-02 -1.66366026e-02 -3.04439161e-02
 -2.10586265e-02  4.09093732e-03 -2.94298469e-03 -4.67993738e-03
  3.47063737e-03 -9.11065191e-02  5.05063608e-02  1.98030639e-02
  6.98442571e-03  6.87339343e-03 -1.07606612e-02 -3.00805941e-02
  2.74434984e-02  2.83735413e-02  3.09963003e-02 -3.17743532e-02
  8.93085543e-03 -2.78291460e-02  3.80418189e-02  1.01164490e-01
  3.83272544e-02  3.95878293e-02  2.23585032e-02 -1.05355475e-02
 -7.06353858e-02 -1.76223516e-02  6.28836313e-03  3.42867970e-02
  4.33519110e-02  2.06597950e-02  5.71007915e-02 -4.81107794e-02
 -2.03546993e-02 -5.52006997e-02 -4.38292371e-03 -1.26541913e-01
 -4.04099487e-02  1.48698270e-01 -3.41370180e-02  7.66030103e-02
 -5.98062836e-02 -3.77492271e-02 -4.89663891e-03  5.41176423e-02
 -1.64428540e-02 -1.11495461e-02  1.13730207e-02  4.29027416e-02
  1.29250921e-02  6.64823130e-02 -5.21303304e-02  2.00648746e-03
 -1.46731008e-02 -5.56595176e-02 -6.64010942e-02  7.82450140e-02
  3.38407159e-02 -8.81495476e-02 -1.93834845e-02  8.84452276e-03
 -3.50775942e-02 -4.86576371e-03 -1.93894096e-02  6.30891174e-02
 -1.03545077e-02  1.10389572e-02  9.19389352e-02  1.40989153e-02
 -4.84148264e-02  2.39700638e-02  2.44409665e-02  4.40713624e-03
  1.30247381e-02 -5.18156327e-02 -7.31495991e-02 -1.58069161e-04
 -2.89524719e-02 -7.27383867e-02 -9.56431869e-03 -3.33488770e-02
 -5.22900555e-05  3.28172296e-02 -5.73508516e-02  1.20353177e-02
 -3.55673544e-02  1.04137613e-02 -2.11664606e-02 -3.05879135e-02
 -1.42162535e-02  4.53195460e-02  3.98265533e-02 -3.96782458e-02
  7.94218704e-02  3.96656618e-02 -6.00886084e-02  4.00709063e-02
 -4.23317924e-02  4.15370725e-02  1.56492591e-02 -4.27423138e-03
  8.06660578e-02  1.87674835e-02 -2.88089011e-02  3.62945758e-02
  3.35895233e-02 -1.72898918e-02 -9.03219800e-04  2.30087992e-02
  3.82247344e-02  4.49254215e-02  1.18257580e-02  4.22100872e-02
  9.50650778e-03 -5.40967658e-02 -6.41844943e-02 -2.27593601e-01
  1.53914420e-02 -3.11459620e-02 -5.48941307e-02  1.08092101e-02
 -5.62148169e-02  5.43755665e-02 -4.08301950e-02  2.93732397e-02
  3.76679264e-02  1.61720693e-01 -4.15217839e-02  2.51474604e-03
  1.39995869e-02 -5.00699505e-03  2.50326283e-02  3.01495697e-02
  2.27400428e-03 -1.66003909e-02 -1.62360445e-02 -1.17157726e-02
 -3.00190840e-02 -4.64047538e-03 -2.77372170e-02  3.47367674e-02
  2.91003101e-02  2.10296765e-01  7.26766326e-03  2.04996075e-02
 -7.73076620e-03  8.75883177e-02  4.12488182e-04 -2.02706568e-02
 -1.15075499e-01  3.64828147e-02  3.42608318e-02  2.97531895e-02
 -4.43967804e-03 -4.18508574e-02 -4.41506170e-02  5.25241997e-03
  5.27283512e-02 -8.95760115e-03 -6.77304789e-02  3.38025624e-03
 -2.11149324e-02 -5.00585586e-02  5.71063720e-03 -4.29616459e-02
 -1.73730850e-02  6.60447925e-02 -4.24000584e-02  2.17560884e-02
  5.08173518e-02 -1.48319723e-02 -5.81876524e-02 -8.42296407e-02
  1.00616487e-02 -1.52394837e-02  6.67497292e-02 -5.93346264e-03
 -5.01849987e-02  1.19833043e-02 -6.69381395e-02  5.21194972e-02
 -2.34074965e-02 -2.25760862e-02 -6.18695207e-02  5.04807122e-02
 -5.47888540e-02 -2.67959386e-02  6.80444464e-02  1.55827245e-02
  1.19351344e-02  8.19186717e-02  3.68830934e-03  2.49244366e-02
 -4.18077596e-02 -5.00327274e-02 -3.34583372e-02  2.77825799e-02
 -3.90262827e-02  1.18030300e-02  4.61619571e-02 -1.12651307e-02
  5.10705933e-02  5.10563552e-02  4.73704515e-03  5.99780418e-02
 -3.46985757e-02  1.14231547e-02 -1.34602161e-02 -3.79441604e-02
 -2.45762765e-02  4.62355353e-02 -2.72235405e-02 -3.28347087e-01
  4.53468822e-02  4.43617627e-02  2.73435935e-02 -3.10558826e-02
 -1.75648984e-02  5.31426258e-02  1.35400938e-02 -5.56743331e-02
  1.59181319e-02  9.34903324e-03  1.09765735e-02  3.04544438e-02
 -1.24998484e-02  5.85737787e-02  1.43816220e-02  1.27509246e-02
 -4.65443619e-02  3.46190818e-02 -7.60588199e-02 -1.74051467e-02
 -3.79892671e-03  2.41579130e-01 -2.15431843e-02  2.09376235e-02
  3.92303355e-02 -1.21623632e-02  6.44583926e-02  7.21497089e-02
  6.16425183e-03  2.59008296e-02 -1.27432374e-02  5.56530617e-02
 -2.56383680e-02  1.40689453e-02  4.38684337e-02 -1.20762177e-02
  2.75448747e-02  7.21262442e-03  1.41819555e-03 -2.41531502e-03
 -4.05411003e-03 -1.04110499e-04 -1.46012036e-02  7.56966621e-02
 -8.25580508e-02 -2.16362551e-02 -6.83083311e-02  6.65994734e-03
  5.95747959e-03 -3.83357219e-02 -1.26741203e-02 -1.85394492e-02
  3.62363495e-02  3.85062955e-02  4.42014262e-02  4.86096134e-03
  1.08936736e-02 -6.27828166e-02  2.96983216e-03  4.43568416e-02
 -3.48487832e-02  1.54319303e-02  4.35304418e-02  2.63476111e-02]"
2,0.0,"## 6. Test your Endpoint in the overview with the Inference widget 🏁 🎉!

<img src=""https://raw.githubusercontent.com/huggingface/hf-endpoints-documentation/main/assets/1_inference.png"" alt=""run inference"" />","[{'entity_group': 'ORG', 'score': 0.6025768, 'word': '##con', 'start': 105, 'end': 108}]",[],"[-7.85644576e-02  8.99911672e-03  3.05637550e-02 -3.21791843e-02
  4.31926399e-02  2.99836453e-02  2.62798518e-02  1.86151471e-02
 -1.40978266e-02 -1.47518422e-02  5.32276444e-02 -9.47170109e-02
  2.35028081e-02  5.87821305e-02  2.19369736e-02 -2.20407993e-02
 -1.85560994e-02  1.34515925e-04 -3.85942087e-02  2.32849326e-02
  1.23640215e-02 -4.61798199e-02 -1.60783678e-02 -5.29758185e-02
 -7.92103354e-03  5.46025857e-02  1.65915256e-03 -9.90323909e-03
 -7.80037325e-03 -1.88834921e-01  2.33097468e-03 -6.16184324e-02
  1.25035429e-02 -6.84308121e-03  5.11009060e-02 -2.66280007e-02
 -3.56953815e-02  1.47166243e-02 -1.55751128e-02  4.25073244e-02
  3.68726477e-02 -7.44775264e-03 -8.36107694e-03 -1.91668868e-02
 -1.18751060e-02 -5.33749610e-02 -6.56754943e-03 -1.76038165e-02
 -3.02026626e-02 -1.79941151e-02 -1.72700677e-02 -3.14401053e-02
  9.70994774e-03 -4.58371406e-03  1.37256421e-02  7.19770044e-02
  6.38939366e-02  5.38407378e-02  2.17303839e-02  1.39084877e-02
  5.00589944e-02  3.27671766e-02 -2.07204759e-01  6.28278628e-02
  3.38241309e-02  2.34507658e-02 -9.71357804e-03 -2.90534291e-02
  3.63643803e-02  7.57227615e-02 -4.84856702e-02  1.78905837e-02
 -2.59206793e-03  6.20242916e-02  1.71928406e-02 -2.25788131e-02
 -1.21326866e-02  3.13645066e-03  1.02909394e-02  1.26775932e-02
 -2.48296931e-02 -4.21006940e-02 -4.23999922e-03  3.42633389e-02
 -6.23950735e-03  7.73557043e-03  5.43578435e-03 -5.12464158e-03
  2.95120664e-02  1.46114817e-02  5.88124944e-03 -1.26976753e-02
 -3.46627086e-02  2.06158981e-02 -4.89015542e-02 -3.27950716e-02
  3.98043208e-02 -2.81572975e-02 -3.57355550e-02  2.32823208e-01
 -7.41073191e-02  5.16616972e-03  5.48897078e-03 -3.08525115e-02
  1.98358577e-02 -5.99574707e-02 -3.27276923e-02 -1.70896091e-02
 -1.93007644e-02  9.91209969e-03  1.03872605e-02 -2.21159160e-02
  2.73934994e-02 -4.84279878e-02  3.97364572e-02  2.30063382e-03
  6.50421530e-02  2.04200353e-02 -3.89852114e-02 -4.59537022e-02
  1.44367004e-02  4.05057929e-02  2.53439657e-02 -5.70774116e-02
  2.63927737e-04 -4.96348478e-02  5.80863170e-02  1.04924366e-01
  1.26622887e-02  2.36776043e-02  2.73055099e-02 -3.34972553e-02
 -8.62175152e-02 -5.32790646e-02 -1.49028637e-02  4.39824015e-02
  4.91691232e-02  5.77493920e-04  4.61929701e-02  8.86810385e-03
 -3.95204164e-02 -8.49157125e-02 -1.60405133e-03 -1.07630678e-01
 -6.54659197e-02  1.14058986e-01 -4.81978804e-02  5.58167323e-02
 -6.28391057e-02 -2.47294139e-02 -2.71604233e-03  6.91736713e-02
 -3.94358411e-02  1.08318925e-02  8.15567654e-03  3.98914889e-02
  1.01393852e-02  8.18931609e-02 -4.84361090e-02  1.25093851e-02
 -2.58880500e-02 -2.98924111e-02 -7.29163140e-02  5.14142588e-02
  3.17937024e-02 -7.47578740e-02 -5.86237051e-02 -2.83652321e-02
 -2.14834213e-02 -1.54489260e-02  4.65829653e-04  4.78361882e-02
 -2.45655384e-02 -4.03084885e-03  6.64330870e-02 -4.97847470e-03
 -3.36701721e-02  4.47736122e-02  5.98824117e-03 -4.90480009e-03
  4.53711906e-03 -4.69350852e-02 -4.81429957e-02  2.28917729e-02
 -7.80254835e-04 -6.56150877e-02 -3.91132850e-03 -5.10707721e-02
  6.87060226e-03 -3.72187817e-04 -2.73330808e-02 -2.15802956e-02
 -4.85442132e-02 -1.33618973e-02  5.59886452e-03 -2.12472957e-02
 -4.95806383e-03  5.83568513e-02  3.05825956e-02 -5.31956516e-02
  8.72068852e-02  5.40453456e-02 -5.78358099e-02  2.41237711e-02
 -1.67790949e-02  3.65359075e-02 -1.34266187e-02 -9.77818575e-03
  8.64369124e-02  4.69664345e-03 -2.08896883e-02  4.56684642e-02
  8.12066197e-02  8.19197739e-04 -6.73228316e-03  4.24999185e-03
  1.28212813e-02  2.37199683e-02  5.07344725e-03  6.21097349e-02
  3.89427394e-02 -6.47673756e-02 -3.55038717e-02 -2.61719167e-01
  2.13751793e-02 -2.77010887e-03 -2.20303368e-02  2.90293666e-03
 -6.69812337e-02  2.92472150e-02  9.76341125e-03  8.45143795e-02
  5.60908951e-02  1.05910629e-01 -5.41532319e-03 -9.07558296e-03
  2.68621109e-02  2.26616319e-02  1.82400141e-02  1.55182192e-02
 -2.01701606e-03 -2.75403541e-02  2.15526717e-03  1.30064562e-02
 -4.43092771e-02 -4.01248448e-02 -4.81699556e-02  4.65041921e-02
  2.46757623e-02  2.01869801e-01  4.19506468e-02  3.03714350e-02
  1.06638707e-02  5.56502379e-02  1.81964971e-02 -1.72289647e-02
 -1.34368494e-01  6.39883578e-02  3.26629169e-02  1.55463079e-02
 -2.74118651e-02 -2.18502209e-02 -3.12956944e-02 -1.16116367e-02
  4.87348810e-02 -3.43734063e-02 -9.10766497e-02  2.10163370e-03
 -1.68129746e-02 -4.64325063e-02  8.83665681e-03 -5.24598658e-02
  1.11537660e-02  4.66714241e-02 -2.82705929e-02 -1.66656077e-02
  5.63487783e-02 -1.49681112e-02 -3.34697030e-02 -9.74499881e-02
 -8.73681065e-03 -1.68998726e-02  4.07101326e-02 -1.93867385e-02
 -1.59033760e-02  3.68003398e-02 -5.83212972e-02  6.09587207e-02
 -1.51612023e-02 -1.63430031e-02 -6.83386773e-02  7.85983875e-02
 -1.34300021e-02 -2.75822151e-02  6.25689626e-02 -3.37252617e-02
  4.11217622e-02  5.37695773e-02  9.40245762e-03  4.48843986e-02
 -7.01762214e-02 -4.88299280e-02 -2.76840553e-02  6.86081946e-02
 -4.00211960e-02  7.74078956e-03  3.76146771e-02 -1.70784667e-02
  4.66953218e-02  5.60540780e-02 -5.86237898e-03  8.23657438e-02
 -4.48146500e-02  8.37667473e-03  3.96525080e-04 -4.31229845e-02
 -4.55656275e-02  6.15541972e-02  7.67771201e-03 -2.90493488e-01
  2.21789405e-02  2.69589946e-02  4.59948219e-02 -6.58920482e-02
 -8.19354260e-04  3.81722152e-02  2.59348750e-03 -8.05232152e-02
  1.61502622e-02  7.22700672e-04  2.17389353e-02  5.84847070e-02
 -4.44318466e-02  2.76597384e-02  2.15827096e-02  2.25099493e-02
 -5.52333035e-02  4.90560494e-02 -7.99983740e-02  8.13986827e-03
  2.31168218e-04  2.38491401e-01 -3.09048630e-02  3.83618735e-02
  4.85592932e-02  4.48435219e-03  4.24208492e-03  7.71777257e-02
  4.51670465e-04  2.29021460e-02  1.88659970e-02  3.00023202e-02
 -4.75679897e-02  1.38128139e-02  5.79484105e-02 -2.98566837e-02
  4.62596230e-02  1.88114662e-02 -1.28405914e-02  1.76690537e-02
  5.71922120e-03 -3.15412842e-02 -2.92663928e-02  9.25893933e-02
 -6.06076457e-02 -2.08095573e-02 -2.96343751e-02 -2.21884400e-02
  1.06111763e-03 -2.95274518e-02 -2.25923471e-02 -7.75210839e-03
  2.57086977e-02  4.24865335e-02  3.95353362e-02  1.87558383e-02
 -1.48146534e-02 -7.49334916e-02 -4.71198792e-03  4.70677428e-02
 -5.55849113e-02  2.95973942e-02  1.92919821e-02  4.26456369e-02]"
